index	id	title	filename	width	height	capture_status	missing_glyphs
61	smartcard_seedkeeper_view_mnemonic	查看	61_smartcard_seedkeeper_view_mnemonic.bmp	480	800	ok	0
62	smartcard_seedkeeper_load_mnemonic	导入	62_smartcard_seedkeeper_load_mnemonic.bmp	480	800	ok	0
63	smartcard_seedkeeper_save_password	存密码	63_smartcard_seedkeeper_save_password.bmp	480	800	ok	0
64	smartcard_seedkeeper_load_descriptor	读描述符	64_smartcard_seedkeeper_load_descriptor.bmp	480	800	ok	0
65	smartcard_seedkeeper_save_descriptor	存描述符	65_smartcard_seedkeeper_save_descriptor.bmp	480	800	ok	0
66	smartcard_seedkeeper_clone	克隆	66_smartcard_seedkeeper_clone.bmp	480	800	ok	0
67	smartcard_seedkeeper_change_pin	改PIN	67_smartcard_seedkeeper_change_pin.bmp	480	800	ok	0
68	smartcard_seedkeeper_reset	重置	68_smartcard_seedkeeper_reset.bmp	480	800	ok	0
69	smartcard_seedkeeper_generate_masterseed	主种子	69_smartcard_seedkeeper_generate_masterseed.bmp	480	800	ok	0
70	smartcard_seedkeeper_generate_2fa_secret	2FA	70_smartcard_seedkeeper_generate_2fa_secret.bmp	480	800	ok	0
71	smartcard_seedkeeper_derive_master_password	派生密码	71_smartcard_seedkeeper_derive_master_password.bmp	480	800	ok	0
72	smartcard_seedkeeper_reset_secret	重置条目	72_smartcard_seedkeeper_reset_secret.bmp	480	800	ok	0
73	new_seedkeeper_create_mnemonic	智能卡	73_new_seedkeeper_create_mnemonic.bmp	480	800	ok	0
74	load_seedkeeper_mnemonic	智能卡	74_load_seedkeeper_mnemonic.bmp	480	800	ok	0
75	smartcard_certificate_import	导入	75_smartcard_certificate_import.bmp	480	800	ok	0
76	satochip_btc_pubkeys	BTC公钥	76_satochip_btc_pubkeys.bmp	480	800	ok	0
77	satochip_btc_ypub	ypub	77_satochip_btc_ypub.bmp	480	800	ok	0
78	satochip_btc_tpub	tpub	78_satochip_btc_tpub.bmp	480	800	ok	0
79	satochip_btc_upub	upub	79_satochip_btc_upub.bmp	480	800	ok	0
80	satochip_btc_vpub	vpub	80_satochip_btc_vpub.bmp	480	800	ok	0
81	pi_self_check	自检	81_pi_self_check.bmp	480	800	ok	0
82	tools	工具	82_tools.bmp	480	800	ok	0
83	pi_features	功能总览	83_pi_features.bmp	480	800	ok	0
84	settings	设置	84_settings.bmp	480	800	ok	0
85	about	关于	85_about.bmp	480	800	ok	0
86	boot_login	启动与登录	86_boot_login.bmp	480	800	ok	0
87	login_pin	PIN 解锁	87_login_pin.bmp	480	800	ok	0
88	login_passphrase	密码短语	88_login_passphrase.bmp	480	800	ok	0
89	login_encrypted_backup	加密备份解锁	89_login_encrypted_backup.bmp	480	800	ok	0
90	login_clear_session	清除会话	90_login_clear_session.bmp	480	800	ok	0
91	load_mnemonic	加载	91_load_mnemonic.bmp	480	800	ok	0
92	load_camera	扫码	92_load_camera.bmp	480	800	ok	0
93	load_manual	手动输入	93_load_manual.bmp	480	800	ok	0
94	load_digits	编号	94_load_digits.bmp	480	800	ok	0
95	load_steel_restore	钢板	95_load_steel_restore.bmp	480	800	ok	0
96	load_punch_grid	点阵 / 1248	96_load_punch_grid.bmp	480	800	ok	0
99	load_sd	文件	99_load_sd.bmp	480	800	ok	0
100	load_encrypted_kef	加密备份	100_load_encrypted_kef.bmp	480	800	ok	0
101	new_mnemonic	创建	101_new_mnemonic.bmp	480	800	ok	0
102	new_dice_d6	D6	102_new_dice_d6.bmp	480	800	ok	0
103	new_coin_entropy	抛硬币	103_new_coin_entropy.bmp	480	800	ok	0
104	new_dice_d20	D20	104_new_dice_d20.bmp	480	800	ok	0
105	new_cards_entropy	扑克牌	105_new_cards_entropy.bmp	480	800	ok	0
106	new_hex_entropy	十六进制	106_new_hex_entropy.bmp	480	800	ok	0
107	new_words_select	手动	107_new_words_select.bmp	480	800	ok	0
108	new_camera_entropy	相机	108_new_camera_entropy.bmp	480	800	ok	0
109	bip39_check_tools	BIP39 自检	109_bip39_check_tools.bmp	480	800	ok	0
110	pi_mnemonic_advanced	高级	110_pi_mnemonic_advanced.bmp	480	800	ok	0
111	bip85_mnemonic	派生助记词	111_bip85_mnemonic.bmp	480	800	ok	0
112	tools_secondary_mnemonic	助记词加密	112_tools_secondary_mnemonic.bmp	480	800	ok	0
113	wallet_home	钱包	113_wallet_home.bmp	480	800	ok	0
114	backup_export	备份	114_backup_export.bmp	480	800	ok	0
115	backup_seed_words	序号	115_backup_seed_words.bmp	480	800	ok	0
116	backup_entropy	原始熵	116_backup_entropy.bmp	480	800	ok	0
117	backup_steel_punch	钢板	117_backup_steel_punch.bmp	480	800	ok	0
118	backup_stackbit	1248	118_backup_stackbit.bmp	480	800	ok	0
119	backup_grid	点阵板	119_backup_grid.bmp	480	800	ok	0
120	backup_seed_qr	二维码	120_backup_seed_qr.bmp	480	800	ok	0
121	backup_kef	加密备份	121_backup_kef.bmp	480	800	ok	0
122	smartcard_card_info	卡片信息	122_smartcard_card_info.bmp	480	800	ok	0
123	satochip_path_address	派生地址	123_satochip_path_address.bmp	480	800	ok	0
124	satochip_btc_zpub	zpub	124_satochip_btc_zpub.bmp	480	800	ok	0
125	satochip_btc_xpub	xpub	125_satochip_btc_xpub.bmp	480	800	ok	0
126	tools_create_qr	生成二维码	126_tools_create_qr.bmp	480	800	ok	0
127	tools_qr_capture	扫描二维码	127_tools_qr_capture.bmp	480	800	ok	0
128	tools_file_manager	文件管理	128_tools_file_manager.bmp	480	800	ok	0
129	settings_pin	修改PIN	129_settings_pin.bmp	480	800	ok	0
130	settings_display	亮度	130_settings_display.bmp	480	800	ok	0
131	settings_camera	相机设置	131_settings_camera.bmp	480	800	ok	0
132	settings_wallet	钱包	132_settings_wallet.bmp	480	800	ok	0
133	settings_security	安全	133_settings_security.bmp	480	800	ok	0
134	device_tests	设备检测	134_device_tests.bmp	480	800	ok	0
135	test_screen_touch	屏幕触摸	135_test_screen_touch.bmp	480	800	ok	0
136	test_camera	相机检查	136_test_camera.bmp	480	800	ok	0
137	test_storage	存储卡检查	137_test_storage.bmp	480	800	ok	0
138	test_power	供电检测	138_test_power.bmp	480	800	ok	0
139	smartcard_probe	检测	139_smartcard_probe.bmp	480	800	ok	0
140	system_overview	系统	140_system_overview.bmp	480	800	ok	0
141	security_check	安全	141_security_check.bmp	480	800	ok	0
142	delivery_check	钱包检测	142_delivery_check.bmp	480	800	ok	0
143	load_punch_grid_menu	点阵和1248导入	143_load_punch_grid_menu.bmp	480	800	ok	0
144	load_tinyseed_restore	点阵板恢复	144_load_tinyseed_restore.bmp	480	800	ok	0
145	load_stackbit_restore	1248恢复	145_load_stackbit_restore.bmp	480	800	ok	0
146	backup_kef	加密备份文件	146_backup_kef.bmp	480	800	ok	0
147	custom_derivation_mnemonic	派生地址-助记词	147_custom_derivation_mnemonic.bmp	480	800	ok	0
148	custom_derivation_smartcard	派生地址-智能卡	148_custom_derivation_smartcard.bmp	480	800	ok	0
